,url,articleId,country,language,pubDate,title,summary,description,content,source,sentiment.positive,sentiment.negative,sentiment.neutral,author,locations,reprint,state,Syndication
0,https://finance.yahoo.com/video/apple-partnership-kiss-death-smaller-125200383.html?.tsrc=rss,57691f1fcbbe4cc890d595ebb54ebac4,us,en,2023-05-01T12:52:00+00:00,Apple Partnership was “Kiss of Death” Smaller Rivals Claim,"Apple's meeting with smaller rivals ended up being called ""Kiss of Death"" by some who say the tech giant used the U.S. patent system to avoid paying for their products. Apple says it doesn't steal technology and plays by the rules. WSJ Apple reporter Aaron Tilley joins Zoe Thomas to explain what's going on.",Smaller rivals say meeting with Apple ended with the tech giant releasing products that resemble their own. Some say Apple used the U.S. patent system to avoid having to pay for using their technology. Apple says it doesn’t steal technology and plays by the rules. WSJ Apple reporter Aaron Tilley joins host Zoe Thomas to explain what’s going on. PHOTO: CARLOS BARRIA/REUTERS,Smaller rivals say meeting with Apple ended with the tech giant releasing products that resemble their own. Some say Apple used the U.S. patent system to avoid having to pay for using their technology. Apple says it doesn’t steal technology and plays by the rules. WSJ Apple reporter Aaron Tilley joins host Zoe Thomas to explain what’s going on. PHOTO: CARLOS BARRIA/REUTERS,finance.yahoo.com,0.02814324,0.045325488,0.9265312,WSJ,[],True,,0
1,https://www.myneworleans.com/louisiana-appleseeds-good-apple-gala/,9817258ef5694c5895be0c604ee9cfe5,us,en,2023-05-01T13:00:54+00:00,Louisiana Appleseed's Good Apple Gala,Louisiana Appleseed hosted its 14th annual gala at the Four Seasons Hotel New Orleans on Jan. 19 to honor the work of community members and pro bono volunteers it has worked with in the past year. The event was attended by law firms Goodwin Proctor; Benjamin Mahoney; and Kimberly Silas from Wilson Elser and Bryce Addison from Deutsch Kerrigan. Appleseeds is part of The Apples Reed Foundation; a national network of 18 public interest law centers across the U.S. and Mexico.,Louisiana Appleseed’s Good Apple Gala is about recognizing good deeds. On Jan. 19; the organization hosted its 14th annual gala at the Four Seasons Hotel New,"Louisiana Appleseed’s Good Apple Gala is about recognizing good deeds. On Jan. 19; the organization hosted its 14th annual gala at the Four Seasons Hotel New Orleans where it honored the work of community members and pro bono volunteers it has worked with in the past year.

Louisiana Appleseed recruits attorneys and other professionals to provide free services with an aim to create policy change. Its mission is rooted in three pillars dedicated to increasing access to justice; opportunity and education.

“We are grateful for the work Appleseed’s pro bono network performs year over year;” said Adrienne Wheeler; executive director of Louisiana Appleseed. “This is Appleseed’s opportunity to say ‘thank you’ to the honorees; and the whole pro bono network.”

The groups and individuals receiving the Good Apple Award were the law firm Goodwin Proctor as the Pro Bono honoree; which focused on creating an estate planning guide through mutual affiliations with the Law Firm Antiracist Alliance; the Urban League of Louisiana as Community honoree for its continuous efforts and accomplishments in achieving fairness and equity throughout Louisiana; and Benjamin Mahoney; who works at Blue Cross Blue Shield of Louisiana; as an Appleseed Pro Bono honoree. He helped with the media campaign that promoted free help with heirs’ properties and clear title.

Event co-chairs were Kimberly Silas from Wilson Elser and Bryce Addison from Deutsch Kerrigan.

Louisiana Appleseed is part of The Appleseed Foundation; a national network of 18 public interest law centers across the U.S. and Mexico.",myneworleans.com,0.2304499,0.010606004,0.7589441,Photos by Kenny Martinez,[],False,,0
2,https://droidgazette.com/louisiana-appleseeds-good-apple-gala/,16884b8e76284ef698049ff284539346,us,en,2023-05-01T13:15:42+00:00,Louisiana Appleseed's Good Apple Gala,Louisiana Appleseed's Good Apple Gala honored the work of community members and pro bono volunteers it has worked with in the past year. The event was held at the Four Seasons Hotel New Orleans and was attended by Goodwin Proctor; Benjamin Mahoney; Kimberly Silas from Blue Cross Blue Shield of Louisiana; and Bryce Addison from Deutsch Kerrigan. Appleseeds is part of The Apples Reed Foundation; a national network of 18 public interest law centers across the U.S. and Mexico.,Louisiana Appleseed is part of The Appleseed Foundation; a national network of 18 public interest law centers across the U.S. and Mexico.,"Louisiana Appleseed’s Good Apple Gala is about recognizing good deeds. On Jan. 19; the organization hosted its 14th annual gala at the Four Seasons Hotel New Orleans where it honored the work of community members and pro bono volunteers it has worked with in the past year. Louisiana Appleseed recruits attorneys and other professionals to provide free services with an aim to create policy change. Its mission is rooted in three pillars dedicated to increasing access to justice; opportunity and education. “We are grateful for the work Appleseed’s pro bono network performs year over year;” said Adrienne Wheeler; executive director of Louisiana Appleseed. “This is Appleseed’s opportunity to say ‘thank you’ to the honorees; and the whole pro bono network.” The groups and individuals receiving the Good Apple Award were the law firm Goodwin Proctor as the Pro Bono honoree; which focused on creating an estate planning guide through mutual affiliations with the Law Firm Antiracist Alliance; the Urban League of Louisiana as Community honoree for its continuous efforts and accomplishments in achieving fairness and equity throughout Louisiana; and Benjamin Mahoney; who works at Blue Cross Blue Shield of Louisiana; as an Appleseed Pro Bono honoree. He helped with the media campaign that promoted free help with heirs’ properties and clear title. Event co-chairs were Kimberly Silas from Wilson Elser and Bryce Addison from Deutsch Kerrigan.

Louisiana Appleseed is part of The Appleseed Foundation; a national network of 18 public interest law centers across the U.S. and Mexico.",droidgazette.com,0.2304499,0.010606004,0.7589441,Mark Wilson,[],True,,0
3,https://macsources.com/xreart-apple-watch-1st-generation-frame-2023-review/,b5be32649e3f4856ba3132621ba18b0e,us,en,2023-05-01T13:40:26+00:00,Xreart Apple Watch 1st Generation Frame 2023 REVIEW,Xreart is a photography studio that creates artwork featuring deconstructed Apple products. The pieces feature the iconic logo and silhouette of Apple devices like iPhones; laptops; and iPads taken apart to expose the intricate components underneath. Xreart makes their frames available in two different types of wood and use high-quality tempered glass as opposed to acrylic panels. In addition to the premade pieces; XreART also offers DIY kits for customers to assemble their own art frames. The X reart Apple Watch 1st Generation Frame has a list price of $219.00 but is currently on sale for $199.00 from xreart.com. I would recommend it to any Apple fan.,Xreart does a tear-down of classic electronic devices and frames them as artwork.,"In recent years; there has been an ever-growing trend of artwork featuring deconstructed Apple products. These pieces often feature the iconic logo and silhouette of Apple devices like iPhones; laptops; and iPads taken apart to expose the intricate components underneath. This type of artwork is a unique and interesting way to bring a bit of tech into your home. For people who appreciate the beauty in both high-tech gadgets and traditional artwork; this combination provides a perfect balance. Having artwork featuring deconstructed Apple products not only looks cool and modern; but it can also be meaningful in other ways.

Last year; I was introduced to this type of artwork in the form of a frame that featured a deconstructed iPhone. This artwork now hangs in my fiancé’s office and I knew that if I had the opportunity to install one for my workspace that I would choose the Apple Watch. Xreart made this possible.

Xreart is a photography studio that was established in 2019 that focuses on product photography. Xreart does a tear-down of classic electronic devices and frames them as artwork. Some of the pieces they create include iPhones; Game Boy; XBOX; Switch; PSP; and the Apple Watch. These ‘frames’ are then defined as artwork and are suitable as collectables and room decorations. They also make great gifts.

Xreart makes their frames available in two different types of wood — European Beech and Walnut. Both are more durable and scratch-resistant than other product deconstruction art pieces. They also use high-quality tempered glass as opposed to acrylic panels. This not only ensures a sophisticated look as well as a light transmission rate of 92.5%.

The Xreart frames have a specially designed back clasp to prevent the bottom lock of the frames from popping off and scratching the frames during transportation. In addition to the premade pieces; Xreart also offers DIY kits for customers to assemble their own art frames. This sets them apart from other competitors in the same space.

The Xreart Apple Watch 1st Generation Frame has a list price of $219.00 but is currently on sale for $199.00 from xreart.com.

The Xreart Apple Watch Frame arrived in a designed-style shipping box. The presentation of the product is impeccable and is one of the reasons it would make an awesome gift for any Apple fan. The frame comes with hanging hardware that is easy to use. There is no assembly required and aside from removing protective film from the front of the frame; it’s ready to be installed.

It’s a nostalgic experience having the original Apple Watch hanging on my wall. I remember jumping out of my skin when Apple announced it for the first time in 2015. I grew up watching Inspector Gadget and always wanted their communicator watches. Apple Watch made that a reality. So; the Xreart Apple Watch 1st Generation Frame was given to me.

The artwork is made well. The watch is mounted on a backboard that includes printed labels on all the parts that are exposed. Even though Apple Watch had several options for watch bands; the original Fluoroelastomer Sport Band in black is what is included with the frame. An interesting option might be for users to have the option to select the band color they want to be included. Since Xreart creates these pieces of artwork from discarded devices; I understand why giving users the option to select watch series or individual components is difficult; but I would think the watch band itself would be fairly easy to find.

Since I have already had some experience with Xreart’s competitor; GRID Studio; I naturally saw some similarities between the two pieces of artwork. I do not own the Apple Watch art from GRID; but they include detailed photos on their website. The two pieces have the same basic layout for the deconstructed Apple Watch and the biggest visual difference between the two is the quote. The GRID Studio art also includes a reproduction of Steve Jobs’s autograph; the Xreart version does not.

Another big difference between the two artwork options is that Xreart offers users the option to purchase DIY kits. The kits come complete with labeled backing; tools; and frame. I found this to be an interesting option because it gives users the opportunity to preserve their own products. I would have loved to be able to keep my first iPhone. And while I no longer have that device; I do have an original iPhone 3GS that I could tear down and mount using an Xreart kit.

I am very impressed with the quality of the Xreart’s Apple Watch Frame and I would recommend it to any Apple fan. I really love that they offer people the chance to create their own works of art with their DIY kits. I’m interested to see what Xreart offers next.

For more information; visit xreart.com; Facebook; or Instagram.",macsources.com,0.056892075,0.015679242,0.92742866,Robyn,[],False,,0
4,https://hynetsurge.com/technology/gurman-apple-to-announce-15-inch-macbook-air-at-wwdc/21263/,740fa78772734baa8a4a9d59078eaf3d,us,en,2023-05-01T14:00:22+00:00,Gurman: Apple to Announce 15-Inch MacBook Air at WWDC,Apple is set to announce the rumored 15-inch MacBook Air at WWDC in response to Bloomberg's Mark Gurman's publication on Sunday. The laptop computer is anticipated to be unveiled alongside iOS 17; macOS 14; watchOS 10; tvOS 17; and Apple’s long-awaited AR/VR headset. Rumors of the 15-inches MacBook Air have been rife since early 2021; and manufacturing of show panels for the laptop computer has ramped up in recent months. No design adjustments have yet been rumored for the MacBook Air past its bigger show dimension. The 13-inch mannequin has a 1080p digicam; a MagSafe 3 charging port; two USB-C/Thunderbolt 3 ports; a 3.5mm headphone jack; a scissor change Magic Keyboard with a Contact ID button; and a Drive Contact trackpad.,Apple plans to announce the rumored 15-inch MacBook Air at WWDC; in response to Bloomberg‘s Mark Gurman. The laptop computer is anticipated to be unveiled alongside iOS 17; macOS 14; watchOS 10; tvOS 17; and Apple’s long-awaited AR/VR headset. Gurman revealed the plans in his publication on Sunday: As a part of watchOS 10; the ... Read more,"Apple plans to announce the rumored 15-inch MacBook Air at WWDC; in response to Bloomberg‘s Mark Gurman. The laptop computer is anticipated to be unveiled alongside iOS 17; macOS 14; watchOS 10; tvOS 17; and Apple’s long-awaited AR/VR headset.



Gurman revealed the plans in his publication on Sunday:

As a part of watchOS 10; the corporate is planning to convey again widgets and make them a central a part of the interface. This new technique will debut at WWDC in June; alongside the revealing of iOS 17; macOS 14; the 15-inch MacBook Air; and; after all; the much-anticipated mixed-reality headset.

The well-connected Apple reporter beforehand stated new MacBooks have been coming at WWDC; however that is the primary time he explicitly confirmed the 15-inch MacBook Air will likely be unveiled on the convention; which can start with Apple’s keynote on June 5.

15-inch MacBook Air rumors started in early 2021; and manufacturing of show panels for the laptop computer reportedly ramped up in latest months as its launch nears. Just like the 13-inch MacBook Air; the preliminary 15-inch mannequin will likely be powered by the usual M2 chip with a number of GPU configurations; in response to Apple analyst Ming-Chi Kuo.

No design adjustments have been rumored for the 15-inch MacBook Air past its bigger show dimension. The 13-inch mannequin has a notch within the show; a 1080p digicam; a MagSafe 3 charging port; two USB-C/Thunderbolt 3 ports; a 3.5mm headphone jack; a scissor change Magic Keyboard with a Contact ID button; and a Drive Contact trackpad; with obtainable shade choices together with Midnight; Starlight; House Grey; and Silver.

Apple introduced the 13-inch MacBook Air with the M2 chip at WWDC final yr.",hynetsurge.com,0.08564848,0.012565311,0.90178615,hynetsurge,[],True,,0
5,https://forums.macrumors.com/threads/gurman-apple-to-announce-15-inch-macbook-air-at-wwdc.2388326/,6336d58702224231a0621a24962c5f34,us,en,2023-05-01T14:00:26+00:00,Gurman: Apple to Announce 15-Inch MacBook Air at WWDC,Apple is set to announce the rumored 15-inch MacBook Air at the WWDC conference in June; alongside the unveiling of iOS 17; macOS 14; the 15-inches MacBook Air; and the much-anticipated mixed-reality headset. The laptop is expected to be unveiled alongside iOS 17 and watchOS 10; as well as Apple's long-awaited AR/VR headset. No design changes have been rumored for the MacBook Air beyond its larger display size; and production of display panels for the laptop has ramped up in recent months as its launch nears.,"Apple plans to announce the rumored 15-inch MacBook Air at WWDC; according to Bloomberg's Mark Gurman. The laptop is expected to be unveiled alongside iOS 17; macOS 14; watchOS 10; tvOS 17; and Apple's long-awaited AR/VR headset.



Gurman revealed the plans in his newsletter on Sunday:The...","As part of watchOS 10; the company is planning to bring back widgets and make them a central part of the interface. This new strategy will debut at WWDC in June; alongside the unveiling of iOS 17; macOS 14; the 15-inch MacBook Air; and; of course; the much-anticipated mixed-reality headset.

Apple plans to announce the rumored 15-inch MacBook Air at WWDC; according to Bloomberg's Mark Gurman . The laptop is expected to be unveiled alongside iOS 17; macOS 14; watchOS 10; tvOS 17; and Apple's long-awaited AR/VR headset.Gurman revealed the plans in his newsletter on Sunday:The well-connected Apple reporter previously said new MacBooks were coming at WWDC; but this is the first time he explicitly confirmed the 15-inch MacBook Air will be unveiled at the conference; which will begin with Apple's keynote on June 5 15-inch MacBook Air rumors began in early 2021; and production of display panels for the laptop reportedly ramped up in recent months as its launch nears. Like the 13-inch MacBook Air; the initial 15-inch model will be powered by the standard M2 chip with multiple GPU configurations; according to Apple analyst Ming-Chi Kuo.No design changes have been rumored for the 15-inch MacBook Air beyond its larger display size. The 13-inch model has a notch in the display; a 1080p camera; a MagSafe 3 charging port; two USB-C/Thunderbolt 3 ports; a 3.5mm headphone jack; a scissor switch Magic Keyboard with a Touch ID button; and a Force Touch trackpad; with available color options including Midnight; Starlight; Space Gray; and Silver.Apple announced the 13-inch MacBook Air with the M2 chip at WWDC last year.Article Link: Gurman: Apple to Announce 15-Inch MacBook Air at WWDC",forums.macrumors.com,0.06947509,0.015146583,0.9153784,,[],True,,0
6,https://finance.yahoo.com/m/f5d69cf1-c1ab-35d5-99da-4a5514e78b85/how-to-play-apple-ahead-of.html?.tsrc=rss,91cdb5086ac5482080658996148a0de6,us,en,2023-05-01T14:15:00+00:00,How to Play Apple Ahead of Its Important Earnings Report,"Apple is expected to report their latest quarterly earnings and revenue figures on Thursday. This will be an important market event for the technology and telecom giant. James ""Rev Shark DePorre"" of Apple's charts and indicators will be positioned as we head toward the print.","All eyes will be on Apple  after the close of trading Thursday when the technology and telecom giant is expected to report their latest quarterly earnings and revenue figures.  Indeed; Apple's results figures to be an important market event as James ""Rev Shark DePorre"" details here.  Let's see how Apple's charts and indicators are positioned as we head toward the print.","All eyes will be on Apple after the close of trading Thursday when the technology and telecom giant is expected to report their latest quarterly earnings and revenue figures. Indeed; Apple's results figures to be an important market event as James ""Rev Shark DePorre"" details here. Let's see how Apple's charts and indicators are positioned as we head toward the print.",finance.yahoo.com,0.04968455,0.01831366,0.93200177,TheStreet.com,[],False,,0
7,https://droidgazette.com/gurman-apple-to-announce-15-inch-macbook-air-at-wwdc/,0ac4926b1dab4cb5b8a2ec0a655fe4bc,us,en,2023-05-01T14:16:43+00:00,Gurman: Apple to Announce 15-Inch MacBook Air at WWDC,Apple is set to announce the rumored 15-inch MacBook Air at WWDC; alongside other products such as iOS 17; macOS 14; watchOS 10; tvOS 17; and Apple’s long-awaited AR/VR headset. The laptop is expected to be powered by the standard M2 chip with multiple GPU configurations; and will be unveiled alongside iOS 17 and macOS 14 at the conference. No design changes have been rumored for the MacBook Air beyond its larger display size.,Apple plans to announce the rumored 15-inch MacBook Air at WWDC; according to Bloomberg's Mark Gurman. The laptop is expected to be unveiled alongside iOS 17;,"Apple plans to announce the rumored 15-inch MacBook Air at WWDC; according to Bloomberg‘s Mark Gurman. The laptop is expected to be unveiled alongside iOS 17; macOS 14; watchOS 10; tvOS 17; and Apple’s long-awaited AR/VR headset.



Gurman revealed the plans in his newsletter on Sunday:

As part of watchOS 10; the company is planning to bring back widgets and make them a central part of the interface. This new strategy will debut at WWDC in June; alongside the unveiling of iOS 17; macOS 14; the 15-inch MacBook Air; and; of course; the much-anticipated mixed-reality headset.

The well-connected Apple reporter previously said new MacBooks were coming at WWDC; but this is the first time he explicitly confirmed the 15-inch MacBook Air will be unveiled at the conference; which will begin with Apple’s keynote on June 5.

15-inch MacBook Air rumors began in early 2021; and production of display panels for the laptop reportedly ramped up in recent months as its launch nears. Like the 13-inch MacBook Air; the initial 15-inch model will be powered by the standard M2 chip with multiple GPU configurations; according to Apple analyst Ming-Chi Kuo.

No design changes have been rumored for the 15-inch MacBook Air beyond its larger display size. The 13-inch model has a notch in the display; a 1080p camera; a MagSafe 3 charging port; two USB-C/Thunderbolt 3 ports; a 3.5mm headphone jack; a scissor switch Magic Keyboard with a Touch ID button; and a Force Touch trackpad; with available color options including Midnight; Starlight; Space Gray; and Silver.

Apple announced the 13-inch MacBook Air with the M2 chip at WWDC last year.",droidgazette.com,0.0951068,0.014743522,0.8901497,Mark Wilson,[],True,,0
8,https://www.benzinga.com/pressreleases/23/05/n32123059/red-apple-stores-announces-grand-opening-of-3-new-red-apple-stores-in-claresholm-ab-sparwood-bc-an,0593b43fc7ce4fd1a5811996c6a45425,us,en,2023-05-01T15:00:00+00:00,Red Apple Stores Announces Grand Opening of 3 New Red Apple Stores in Claresholm; AB; Sparwood; BC and Meaford; ON,Red Apple Stores has announced the grand opening of three new stores in Claresholm; AB; Sparwood; BC and Meaford; ON. The unveiling will take place on Friday; June 2nd; and shoppers can expect modernized stores that offer unbeatable deals. The newly renovated stores feature bold in-store signing; wider aisles; better product adjacencies; and upgraded store fixtures. Red Apple Stores is Canada's favourite chain of over 140 small-town general merchandise retail stores.,MISSISSAUGA; ON; May 1; 2023 /CNW/ - Exciting news for residents of Claresholm; AB; Sparwood; BC; and Meaford; ON! Red Apple Stores is delighted to announce the grand opening of three newly renovated stores. The,"MISSISSAUGA; ON; May 1; 2023 /CNW/ - Exciting news for residents of Claresholm; AB; Sparwood; BC; and Meaford; ON! Red Apple Stores is delighted to announce the grand opening of three newly renovated stores. The unveiling will take place on Friday; June 2nd; and shoppers can expect modernized stores that offer unbeatable deals.

The unveiling will take place on ; and shoppers can expect modernized stores that offer unbeatable deals.

As a part of our rebranding initiative; we have given the stores a complete makeover to provide our customers with an upgraded and enhanced shopping experience. We have added exciting new features to the stores; including our signature Candyworks™; where you can find a wide selection of delicious candies and treats. Additionally; we offer national and provincial lottery tickets to our customers; making us a one-stop shop for all your needs.

We understand that shopping should be a fun experience; and we want to make it that way for you. The newly renovated stores feature bold in-store signing; wider aisles; better product adjacencies; and upgraded store fixtures. With all these upgrades; we aim to make shopping easy and more convenient for our customers.

We are celebrating our grand opening with a ribbon-cutting ceremony at 9:00 am on June 2nd; and the first 100 customers will receive a $10 shopping card and a laundry basket. Additionally; all customers will receive a limited-edition shopping tote while quantities last. We also have limited-time deals throughout the weekend and a chance for you to win a shopping spree valued at $1;000. Entries can be made online; no purchase is necessary.

At Red Apple Stores; we are committed to providing our customers with a fantastic shopping experience; and our grand opening in Claresholm; Sparwood; and Meaford is no exception. Our CEO; Brendan Proctor; says; ""We have lowered our prices on hundreds of items throughout the store to provide better value to our customers. Not only do we want to help our customers save money; but we also want to help make shopping easier and more convenient.""

Visit our newly renovated stores at 139-49th Avenue West in Claresholm; AB; 101 Red Cedar Drive in Sparwood; BC; and 206497 Highway 26 Meaford; ON; and see what's new!

Red Apple Stores is Canada's favourite chain of over 140 small-town general merchandise retail stores. For more than 20 years; we have been your reputable neighborhood retailers who bring you big brands; quality products; and big savings on food; fashion; home; and more at convenient locations in your small towns. Our stores are known for providing super-friendly service; creating a welcoming environment for shoppers; and treating customers with dignity and respect.",benzinga.com,0.38109493,0.025185075,0.59372,PRNewswire,"[{'country': 'ca', 'state': 'BC', 'county': 'Regional District of East Kootenay'}, {'country': 'ca', 'state': 'ON', 'county': 'Grey County'}, {'country': 'ca', 'state': 'AB', 'county': 'Towns of Claresholm'}]",True,BC,0
9,https://uxdesign.cc/twitter-layoffs-meeting-fatigue-taylor-swifts-ai-apple-accessibility-8ba838e9175a?gi=bbfa9cfd0068,a8035aadff8c47c7ae7d69ac52d22e0e,us,en,2023-05-01T15:05:51.570000+00:00,Twitter layoffs; meeting fatigue; Taylor Swift’s AI; Apple accessibility,Michael McWatters; a technology analyst; has shared his thoughts on the recent layoffs of Twitter employees. He noted that some of the employees may face similar challenges in the future; but that it was a good reminder that they were still connected by their desire to do right by the people they serve.,Weekly curated resources for designers — thinkers and makers.,"“Any of us could face what our colleagues at Twitter faced yesterday. Some of us already have; and some of us will in the future; especially if you stick around the profession long enough.

It’s a good reminder that; whether we realize it or not; we’re in this together. We might be working for seemingly unrelated companies or direct competitors; but we’re connected by this overriding desire to do right by the people we serve. And by “people we serve;” I don’t mean our employers.”

How Twitter’s layoffs affect us all →

By Michael McWatters",uxdesign.cc,0.030775178,0.16144736,0.80777746,Fabricio Teixeira,[],False,,0
